text,phase,sentiment
"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",train,3
There 's a reason why halftime is only fifteen minutes long .,train,1
"Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",train,3
"Though it was made with careful attention to detail and is well-acted by James Spader and Maggie Gyllenhaal , I felt disrespected .",train,2
"If ever a concept came handed down from the movie gods on a silver platter , this is it .",train,3
Jackie Chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing .,train,3
Family fare .,train,3
"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",train,1
It thankfully goes easy on the reel/real world dichotomy that ( Jaglom ) pursued with such enervating determination in Venice/Venice .,train,3
"As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .",train,3
"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",train,2
"Impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",train,2
"It 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .",train,1
Woody Allen has really found his groove these days .,train,3
The film is really not so much bad as bland .,train,1
"A thoughtful , provocative , insistently humanizing film .",train,3
"The smash 'em - up , crash 'em - up , shoot 'em - up ending comes out of nowhere substituting mayhem for suspense .",train,2
"Bolstered by an astonishing voice cast ( excepting Love Hewitt ) , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .",train,3
Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .,train,3
"A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .",train,3
"Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",train,1
"Technically , the film is about as interesting as an insurance commercial .",train,1
Feels like the grittiest movie that was ever made for the Lifetime cable television network .,train,2
"A poignant , artfully crafted meditation on mortality .",train,3
Why make a documentary about these marginal historical figures ?,train,1
"... does such a fine job of engulfing you in its world and allying you with its characters ' choices , good and ill , that its shortcomings are remembered only as an afterthought .",train,2
"It 's a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni .",train,1
"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",train,3
"Until ( the ) superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller .",train,2
"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",train,3
"The most wondrous love story in years , it is a great film .",train,3
That Storytelling has value can not be denied .,train,3
D.J. Qualls as Indiana Jones ?,train,2
"In the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .",train,1
"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history .",train,2
"Instead of hiding Pinocchio from critics , Miramax should have hidden it from everyone .",train,1
"Not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",train,3
"Since Lee is a sentimentalist , the film is more worshipful than your random E !",train,2
"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",train,1
"Charlie Hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a Dickensian hero .",train,3
The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,train,2
Martyr gets royally screwed and comes back for more .,train,2
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",train,3
A waste of good performances .,train,1
Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .,train,3
Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .,train,3
"The connected stories of Breitbart and Hanussen are actually fascinating , but the filmmaking in Invincible is such that the movie does not do them justice .",train,1
"The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",train,1
The world needs more filmmakers with passionate enthusiasms like Martin Scorsese .,train,3
"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",train,1
Yet another Arnold vehicle that fails to make adequate use of his particular talents .,train,1
